claims_verbatim,trump_stance
presidents are not dictators / dump trump and musk; we support ukraine; defend federal workers; king parasite tick off / stop the coup; only you can prevent fascism / dump trump; no one should be above the law; puppets make terrible presidents; speak up america silence kills freedom; shame on trump; stop the coup,Anti-Trump
"no trump, no kkk, no fascist usa!; no ice, no kkk, no fascist usa!",Anti-Trump
stop musk and trump; hate never makes america great; love is america; uphold the constitution / stop musk / stop project 2025; shame on you musk rat and friends; hey hey ho ho elon musk has got to go!; usa flag,Anti-Trump
stand with ukraine; are we great yet? cause i just feel embarrassed; zelensky hero trump zero,Pro-Trump
gop stand up to trump; organize agitate educate; usa flag; no kings nof'elons; stop putin us at risk; by the people for the people; this abuse musk stop; save democracy stop musk stop project 2025 uphold the constitution; we shall overcomb,Unclear
trump is a fascist,Unclear
mexico flag; el salvador flag; workers' struggle has no borders; ice out of our communities; the people united will defend immigrant families; love your neighbor; keep all ucps students safe; the people will defeat trump's extreme-right agenda;,Unclear
we have no kings!; fight like hell!; i stand with ukraine; dump trump; defend freedom; ukraine flag; tax the rich / no kings; zelensky = hero trump = zero; save veterans care; no communism and trumpism; defend democracy not hypocrisy; you work for us remember,Anti-Trump
hands off our healthcare; trump is a fascist; 167529 staten islanders rely on medicaid; no medicaid cuts; vote her out!; enough is enough!; when they say cut back we fight back!;,Unclear
protect medicaid; protect medicaid / my child's lifeline; no cuts to medicaid!; cutting medicaid cuts lives; medicaid a life line not a line to cut; zielinski for governor; people over profit; we are not going back!; healthcare is a right not a priviledge; let us live!; gop congress get a spine or lose your seat; there is a death panel trump musk,Anti-Trump
support federal workers; giving up trump for lent; our civil servants make america great,Pro-Trump
cancer survivor science saved my life; save our science; science makes us great; fund trials not felons; i'm with her [earth]; fund science not silence; what do we want / science / how do we want it / funded!; fuck trump; no funds / no research / no cures; science over supremacy; science makes america great; even the nerds are here; let's divide cells not our country; keep the lights on; truth matters; science is not a liberal conspiracy;,Anti-Trump
trump doesn't care about veterans,Unclear
elbows up; hear us roar; constitutions / no kings; womens rights are civil rights; love trumps hate; bad doge,Unclear
science = truth / trump = lies; use your [brain]; science we trust / trump we don't; science saves lives; dishonest / obscene / grifting / egomaniacs,Anti-Trump
abortion justice now; women for democracy; my body my choice / my country my voice / dump trump;,Anti-Trump
elon musk has got to go!; drive out musk; fire elon musk; this is not normall like his rockets down with musk and trump and vance too; tyranny trump tesla,Unclear
whos country / our country!; what do we want / justice / when do we want it / now!; im with her; without immigrants trump would have no wives; if youre not angry then youre not paying attention; stop the war on women defeat the save act,Unclear
ukraine flag; usa flag; resist! resist! resist!; people first! people burst! trump is cursed!; no king no doge! the people first and foremost!; i stand with ukraine; save democracy; i don't want to be one of the bad guys; we the people dissent / fuck trump; nope; trans people will always exist; dump trump cuz this smells like doge shit; tax breaks for billionaires is government waste; stop elon,Anti-Trump
i stand with ukraine; ukraine flag; usa flag; we dissent; progressive pride flag; fearless; resist facism / stop him; we won't go back; save democracy; trans people will always exist; tax breaks for billionaires is government waste; resist  resist resist!; people first people burst trump is cursed!; no king no doge the people first and foremost!,Anti-Trump
ukraine flag; our voice is our future; respect my existence or expect my resistance; stop trump; hands off our social security; usa flag; i am woke and proud of it; progressive pride flag,Anti-Trump
supreme court is letting women die; resist; impeach trump / deport musk to the moon; im with her; democracy has no kings; trans pride flag; stop scapegoating trans women and girls;,Anti-Trump
science saves lives; no kings;  human rights are women's rights; resist; pro-america / anti-trump; we're not going back!,Anti-Trump
ukraine flag; usa flag; nobody voted for elon; stand with ukraine; trump lies matter; hands off my medicare; spread kindness,Pro-Trump
not going back; deport elon / dethrone trump / save democracy; democracy no oligarchy; we live in the usa not gilead; my body my choice; fight like a girl,Unclear
stop trump; ukraine flag; canada flag; usa flag; not for sale!; veterans against trump; trump is a traitor!; stop the chaos now; angry women change the world,Anti-Trump
"usa flag; ukraine flag; we will not obey / project 2025 [strike through]; no kings / hands off our data; french hill, hands off ar medicaid; the rich already eat us; save our democracy; abortion is healthcare; palestine flag; rainbow pride flag; rip constitution; no trump / no kkk / no facist usa!; love not have / makes america great!; impeach prsident musk",Anti-Trump
ditch mitch / dump trump; super callous fragile racist sexist nazi potus; i'm marching because i believe everyone should have equal rights;,Anti-Trump
"resist; empower women; impeach felon trump (again); tax the rich; women's rights are not negotiable, yes we can; women's rights are human rights; we stan together; nevertheless she persisted (every woman scientist); democracy matters; it's not an act of love if you make her",Anti-Trump
when human rights are under attack what do we do? fight back!; when trans rights are under attack what do we do? fight back!; fight for out future;  girls just wanna have funding for scientific research; keep abortion safe and legal; when injustice becomes law resist; trump's a traitor; you don't own me [uterus]; women's rights are human rights; trump loves putin; putin is a war criminal; resist the lawless felon; angry women burn brighter than the sun; the gop is waging a class war; the wealthiest cabinet in us history doesn't carw about you; constitution over corruption; fight like a girl / resist,Anti-Trump
usa flag; noone elected elon musk; equality equity justce; i'm with her; trump take a trip on a starship; this is what democracy looks like!; trump is a putin puppet; resist hate,Unclear
hate will not make us great; which side are you on?; protect abortion access; [stop] project 2025; support and defend the constitution against all enemies foreign and domestic [drawing of trump with a hitler mustache],Anti-Trump
